0.0,0.0
0.1,35.940029992858136
0.2,71.52095908622204
0.3,106.38727439808224
0.4,140.19060323111418
0.5,172.5931938975131
0.6,203.27129042221273
0.7,231.91836740556877
0.8,258.2481927238282
0.9,281.99768746589405
1.0,302.9295545308427
1.1,320.83464962211673
1.2,335.5340709482015
1.3,346.8809467501895
1.4,354.76190279584563
1.5,359.0981951774596
1.6,359.84649709494187
1.7,356.9993317628887
1.8,350.58514711615027
1.9,340.6680315674692
2.0,327.3470736572454
2.1,310.7553719935945
2.2,291.05870537505245
2.3,268.4538763836193
2.4,243.16674499841434
2.5,215.44997187742433
2.6,185.5804938557271
2.7,153.8567568841787
2.8,120.59573405612583
2.9,86.12975851703368
3.0,50.8032029015522
3.1,14.969038475984577
3.2,-21.01469163392883
3.3,-56.78844989156936
3.4,-91.99479672965924
3.5,-126.28196196826315
3.6,-159.30735958614687
3.7,-190.7410107270576
3.8,-220.26884073937882
3.9,-247.59581730623054
4.0,-272.44889831085413
4.1,-294.57975998318767
4.2,-313.76727806889176
4.3,-329.81973722980376
4.4,-342.5767466002258
4.5,-351.9108423594349
4.6,-357.7287613080472
4.7,-359.9723727230763
4.8,-358.61925918090265
4.9,-353.6829405447597
