0, -0.034700
1, -0.034600
2, -0.035600
3, -0.032400
4, -0.031000
5, -0.026500
6, -0.024800
7, -0.023000
8, -0.020200
9, -0.015100
10, -0.014300
11, -0.015200
12, -0.015800
13, -0.017800
14, -0.019400
15, -0.022700
16, -0.026300
17, -0.027900
18, -0.030800
19, -0.031600
20, -0.032500
21, -0.029500
22, -0.027900
23, -0.026500
24, -0.024000
25, -0.021900
26, -0.021800
27, -0.021600
28, -0.024300
29, -0.026600
30, -0.024800
31, -0.019800
32, -0.020300
33, -0.019400
34, -0.015000
35, -0.012700
36, -0.011500
37, -0.014000
38, -0.013000
39, -0.012200
40, -0.012000
41, -0.012700
42, -0.018900
43, -0.020000
44, -0.023600
45, -0.029300
46, -0.032500
47, -0.033900
48, -0.037000
49, -0.039000
50, -0.040000
51, -0.037400
52, -0.033600
53, -0.030100
54, -0.028600
55, -0.024500
56, -0.021000
57, -0.021600
58, -0.022600
59, -0.023400
60, -0.020400
61, -0.019100
62, -0.020800
63, -0.020000
64, -0.018600
65, -0.018700
66, -0.020500
67, -0.020800
68, -0.021600
69, -0.020000
70, -0.020500
71, -0.023300
72, -0.024400
73, -0.025800
74, -0.029400
75, -0.032900
76, -0.035000
77, -0.034100
78, -0.034900
79, -0.035200
80, -0.032700
81, -0.028400
82, -0.023200
83, -0.017400
84, -0.013800
85, -0.008700
86, -0.006600
87, -0.007800
88, -0.011100
89, -0.014200
90, -0.015100
91, -0.014900
92, -0.019300
93, -0.020400
94, -0.021400
95, -0.022500
96, -0.023700
97, -0.026000
98, -0.025700
99, -0.025700
100, -0.027300
101, -0.029600
102, -0.031200
103, -0.032400
104, -0.033600
105, -0.035800
106, -0.036600
107, -0.036600
108, -0.034600
109, -0.033800
110, -0.031100
111, -0.027800
112, -0.020200
113, -0.017000
114, -0.012400
115, -0.011300
116, -0.010800
117, -0.012900
118, -0.017900
119, -0.020900
120, -0.023600
121, -0.025000
122, -0.026400
123, -0.026800
124, -0.026700
125, -0.026100
126, -0.027900
127, -0.028300
128, -0.026800
129, -0.026200
130, -0.024500
131, -0.024200
132, -0.024000
133, -0.021600
134, -0.021800
135, -0.022300
136, -0.021800
137, -0.021800
138, -0.021300
139, -0.019200
140, -0.020200
141, -0.017000
142, -0.014600
143, -0.012700
144, -0.012400
145, -0.013700
146, -0.013900
147, -0.018700
148, -0.022700
149, -0.026800
150, -0.029000
151, -0.030700
152, -0.033200
153, -0.034400
154, -0.032000
155, -0.031100
156, -0.032000
157, -0.032400
158, -0.028100
159, -0.024500
160, -0.022700
161, -0.021700
162, -0.020100
163, -0.018200
164, -0.020000
165, -0.021100
166, -0.023900
167, -0.024500
168, -0.025400
169, -0.028700
170, -0.028600
171, -0.026000
172, -0.023400
173, -0.021000
174, -0.018600
175, -0.016400
176, -0.018500
177, -0.021500
178, -0.022600
179, -0.028400
180, -0.028800
181, -0.027100
182, -0.028900
183, -0.027200
184, -0.023600
185, -0.019000
186, -0.018100
187, -0.017100
188, -0.014000
189, -0.010500
190, -0.009600
191, -0.009200
192, -0.011600
193, -0.012300
194, -0.015600
195, -0.019900
196, -0.024200
197, -0.026800
198, -0.028400
199, -0.030500
200, -0.031500
201, -0.030000
202, -0.027700
203, -0.026600
204, -0.025200
205, -0.023800
206, -0.023700
207, -0.024600
208, -0.028000
209, -0.030700
210, -0.029700
211, -0.028000
212, -0.026300
213, -0.023000
214, -0.021300
215, -0.017700
216, -0.017200
217, -0.019700
218, -0.018300
219, -0.017700
220, -0.015900
221, -0.020000
222, -0.021700
223, -0.021200
224, -0.024200
225, -0.027400
226, -0.030100
227, -0.032400
